3,3,1,1,2,5,0,2,3,2,3,1,1,2,3,1,0,2,0,2,1,2,1,0,3,3,5,3,0,2,1,3,0,3,0,3,0,1,1,1,0,1,2,3,1,1,1,10,0,2,4,4,1,3,1,2,0,3,1,2,1,1,3,3,2,1,1,2,1,2,0,2,2,2,12,0,1,1,0,3,3
2,3,5,2,3,2,0,1,1,3,1,4,0,1,2,1,3,1,1,2,2,5,1,0,6,3,2,1,3,2,0,3,1,0,1,3,4,0,3,3,0,2,1,4,3,1,1,1,1,4,1,4,4,1,0,4,2,3,2,6,5,0,3,3,1,3,0,2,1,4,0,1,1,3,0,1,1,4,8,4,3
0,2,3,1,3,4,3,1,1,1,5,3,3,0,1,1,1,3,1,1,1,4,3,1,1,0,0,3,4,1,1,0,1,3,1,3,1,3,3,0,3,2,0,0,2,11,2,1,3,0,0,0,2,1,2,1,14,0,1,1,0,2,3,0,1,19,2,2,1,22,3,0,1,12,1,0,4,1,5,3,1
3,1,3,3,2,1,1,1,0,2,0,0,0,0,1,2,1,5,0,0,1,1,1,5,0,2,1,0,2,1,2,2,1,2,0,0,4,4,2,1,1,1,3,1,3,2,2,5,3,1,1,1,1,2,2,1,2,4,2,3,0,1,1,1,0,0,0,1,3,2,0,2,1,6,2,7,3,2,4,1,2
4,0,1,3,2,0,3,2,3,2,3,5,0,1,0,1,3,3,2,4,5,2,3,2,3,0,0,0,1,5,1,2,0,10,4,0,4,1,4,1,0,1,1,0,3,2,2,1,2,0,3,0,1,2,1,1,2,2,0,3,0,6,2,0,3,2,1,5,2,4,2,2,2,1,1,4,3,1,5,2,2
0,1,3,1,3,0,24,1,4,2,3,0,1,3,0,0,2,1,0,3,2,0,2,6,1,4,1,1,3,1,2,2,13,4,0,0,1,4,0,5,1,1,1,1,2,14,2,3,1,0,3,6,6,2,0,1,1,0,1,1,0,3,2,0,2,2,2,3,0,4,2,1,4,1,4,4,1,1,0,2,2
1,4,1,0,4,2,0,26,4,2,4,0,1,0,0,1,1,5,3,0,1,7,0,1,8,0,26,1,0,1,0,1,3,0,3,2,1,3,4,1,2,0,0,1,0,2,3,1,3,1,1,1,1,0,1,4,1,3,1,1,5,1,3,2,4,0,3,1,6,7,3,1,1,2,2,2,4,0,2,1,1
1,1,2,1,6,1,1,1,0,0,2,0,0,0,0,5,0,4,4,1,2,0,4,0,1,1,2,3,3,1,0,1,0,0,1,7,0,1,1,1,0,0,1,2,1,1,2,2,2,2,0,1,4,0,2,1,1,0,2,3,0,3,3,1,25,2,2,1,1,2,1,2,2,4,0,2,1,1,0,0,6
21,0,1,0,0,0,19,1,3,2,4,2,1,1,3,0,0,1,2,2,3,2,2,15,2,2,2,2,2,2,0,3,13,1,3,3,2,1,2,5,1,0,0,2,3,1,2,1,0,0,0,3,3,2,1,3,2,0,0,4,1,2,3,2,2,1,4,8,0,1,0,3,0,4,3,0,5,0,2,2,0
7,2,0,1,3,1,12,0,8,0,1,1,0,1,3,2,1,1,5,1,1,3,1,18,4,1,1,2,5,2,3,5,12,3,1,0,1,0,2,2,1,1,1,1,6,2,1,1,4,2,1,2,1,2,1,1,2,0,3,1,3,2,0,15,0,3,2,2,0,2,2,2,3,1,0,0,1,2,2,0,2
0,0,1,2,1,1,0,4,1,1,3,0,0,1,0,4,5,3,3,3,0,4,2,1,1,1,4,3,0,2,1,1,3,0,3,1,1,1,3,1,1,1,4,3,2,0,4,2,4,3,1,1,1,1,2,2,2,3,2,1,3,3,3,3,2,1,3,2,3,3,3,1,2,2,0,0,2,2,30,1,2
3,2,2,3,0,1,1,3,4,0,3,1,1,0,0,2,3,0,1,1,1,2,0,0,0,1,1,0,2,1,4,3,1,6,3,0,1,1,0,2,3,4,0,4,2,0,1,0,3,4,1,2,2,3,2,0,1,1,1,1,1,2,2,3,0,2,2,1,2,4,4,6,1,0,4,3,2,0,1,1,1
0,0,1,0,5,4,1,6,4,1,0,3,3,0,4,3,4,1,1,0,1,2,0,1,2,3,4,3,1,0,3,2,2,3,1,4,3,2,0,1,3,1,3,2,2,1,2,3,0,1,3,1,2,4,6,4,5,1,1,2,6,5,2,0,0,4,2,0,2,0,2,3,2,3,1,0,2,1,2,0,3
1,1,3,3,0,3,2,0,2,1,1,3,5,2,0,1,3,2,0,1,1,1,19,2,1,1,1,0,3,3,8,1,1,5,3,3,0,1,2,3,2,3,3,2,1,1,3,2,3,2,5,1,0,2,0,0,2,5,2,0,0,0,0,0,4,0,0,1,2,0,0,1,1,1,5,0,1,0,0,3,7
0,1,1,1,3,0,20,3,2,1,1,5,10,0,4,0,2,3,1,24,3,1,0,20,1,0,0,4,1,0,1,10,12,2,1,4,3,1,1,2,2,0,0,3,2,1,1,4,4,4,0,1,3,3,1,2,0,24,5,1,2,1,13,0,0,0,5,1,2,1,0,2,0,1,4,1,1,2,1,2,3
2,4,1,3,0,4,1,1,0,6,1,0,24,1,0,5,12,2,0,3,1,5,2,1,1,5,0,0,5,1,0,21,15,2,2,1,5,1,1,0,1,0,14,3,4,2,1,1,0,1,2,0,0,11,1,0,2,20,2,1,13,0,0,0,2,1,1,0,4,4,11,2,0,1,3,3,1,2,0,0,3
6,1,1,2,3,2,0,5,0,0,1,2,1,3,3,0,1,0,2,3,1,2,1,0,0,4,8,1,0,4,3,0,1,2,2,1,1,2,1,2,2,1,1,3,1,3,2,1,2,1,2,1,3,1,2,0,2,1,1,1,0,0,1,1,3,1,2,2,0,3,1,0,4,2,1,4,5,1,3,1,2
0,4,2,1,0,4,1,1,1,0,2,0,1,1,4,1,1,3,1,0,2,4,0,0,3,4,4,0,22,19,2,1,1,0,0,2,1,4,0,12,0,3,0,4,5,2,1,2,1,2,0,1,3,0,0,2,4,3,1,3,2,1,0,1,2,0,24,1,2,0,5,7,0,4,5,0,1,1,0,1,0
2,1,1,4,0,1,1,3,2,1,1,1,0,3,3,2,0,1,0,3,0,5,2,1,1,4,1,6,7,2,12,1,0,3,2,0,0,0,0,2,1,0,1,5,1,1,0,0,5,2,24,2,0,2,2,1,3,0,2,0,1,1,0,1,4,0,0,1,2,1,2,1,2,1,1,5,2,0,1,3,2
3,2,1,1,2,1,17,1,0,2,0,0,16,3,3,3,3,0,0,0,0,0,0,17,5,0,4,1,1,0,1,17,15,4,1,1,2,0,3,3,3,1,1,1,2,0,0,1,1,2,1,3,1,3,3,1,0,16,22,0,2,9,0,1,0,2,2,0,0,0,3,19,1,3,3,4,2,13,1,0,0
2,3,0,0,1,0,2,2,0,2,20,0,4,2,0,2,1,1,1,3,1,1,4,2,0,0,1,0,1,1,4,1,1,0,2,2,0,3,1,1,1,2,1,3,1,3,6,2,0,2,0,4,2,2,0,0,2,0,0,0,1,5,2,5,0,0,19,1,5,5,1,2,2,1,1,0,3,1,4,2,1
0,1,1,2,1,1,1,4,2,2,2,3,1,2,1,0,1,0,0,0,2,0,1,1,1,0,1,0,3,1,3,3,2,3,2,2,0,0,3,2,1,1,22,1,1,2,1,1,1,2,3,1,1,6,3,0,2,3,1,2,19,1,5,1,0,1,4,2,2,10,6,1,3,0,0,2,5,2,5,10,0
2,3,2,0,1,1,0,2,3,1,2,4,3,0,2,2,1,4,1,1,1,1,0,1,1,4,1,2,0,3,1,3,1,4,1,2,1,4,1,0,0,0,1,2,2,2,2,0,1,2,1,3,2,0,0,4,3,3,2,2,1,0,5,3,3,2,3,3,4,5,3,3,4,1,2,1,2,7,2,2,3
1,3,0,0,3,2,0,0,5,4,0,2,4,3,1,0,0,2,1,0,0,3,1,5,1,2,1,0,1,1,3,0,2,1,2,2,1,0,3,1,1,1,1,1,3,0,0,4,0,4,0,0,1,0,4,1,0,3,2,1,1,3,2,4,4,2,1,4,0,1,1,0,4,1,3,2,1,0,5,0,1
2,5,1,3,3,21,3,2,0,0,1,3,20,2,4,1,0,2,3,4,2,0,4,0,2,5,0,2,8,10,0,19,16,4,5,0,0,4,3,19,2,2,4,3,3,2,6,4,22,0,0,2,0,2,1,0,4,25,4,0,1,4,2,1,1,4,0,1,1,1,2,0,1,3,2,1,2,2,1,0,3
0,0,3,1,0,1,1,2,3,1,1,0,14,3,1,1,0,2,2,0,2,3,0,1,1,2,1,3,3,4,1,20,4,2,1,15,5,0,2,1,0,4,19,2,3,0,2,4,3,1,0,4,2,21,2,1,0,20,0,3,9,3,1,2,1,1,1,0,2,0,1,0,0,1,1,2,2,3,5,2,17
2,4,0,0,3,1,1,2,2,0,2,2,3,1,1,2,0,0,0,1,1,3,0,0,2,1,2,1,2,2,3,0,0,1,0,3,1,0,1,2,1,0,3,0,0,1,0,3,3,5,2,1,6,3,2,3,4,4,0,6,5,2,0,4,2,2,3,1,0,2,2,0,2,2,3,1,5,3,0,3,1
0,1,1,0,0,3,0,2,3,1,1,2,0,1,1,7,3,5,1,1,2,2,2,4,2,1,0,1,0,2,0,3,5,2,0,3,2,1,5,0,2,0,1,1,0,2,1,0,0,0,2,3,2,1,1,2,1,5,3,1,1,1,0,3,2,2,2,1,3,2,1,1,0,2,3,0,0,1,1,2,5
1,3,3,0,14,5,3,1,0,2,0,1,1,3,1,7,2,0,0,0,3,5,0,3,1,1,0,1,1,3,1,2,2,1,1,1,5,3,2,0,1,2,0,1,2,3,2,3,2,1,1,0,1,3,2,0,1,1,2,3,4,1,1,1,5,2,1,2,2,6,2,0,0,0,2,1,5,0,0,0,0
1,3,2,3,3,1,7,13,1,4,2,1,2,13,2,2,3,2,0,4,4,1,2,3,5,4,8,2,0,1,0,4,1,1,19,4,1,1,3,1,2,5,1,1,2,1,1,1,5,2,0,3,2,0,2,1,3,0,2,0,7,0,3,4,5,3,0,2,0,0,1,1,7,2,2,3,1,0,3,4,1
0,2,3,2,0,3,3,2,0,3,0,1,2,2,7,2,0,1,1,2,0,1,0,0,2,4,5,1,0,3,0,6,1,0,2,2,1,4,2,2,4,2,1,0,5,2,0,1,3,1,3,7,1,0,5,4,2,3,0,5,1,4,0,0,1,3,1,6,3,1,1,1,3,0,1,1,6,4,1,4,0
2,1,3,0,3,1,3,3,2,2,2,1,2,1,0,1,1,0,3,0,21,0,3,2,0,3,1,0,1,1,3,1,0,1,3,0,5,2,0,1,0,6,4,2,0,2,0,0,5,2,0,1,4,1,4,2,0,2,2,2,2,0,3,2,1,4,2,0,2,0,2,0,1,2,1,29,17,2,1,2,0
4,1,5,0,2,0,1,2,2,0,4,1,1,0,3,1,1,0,0,2,0,3,0,1,1,1,1,1,13,30,0,7,1,6,0,2,1,0,0,21,1,4,3,3,1,3,2,2,4,5,3,0,2,0,3,4,4,2,0,2,1,2,0,0,0,0,1,0,0,3,1,3,3,1,3,1,2,2,2,3,3
2,1,3,2,1,2,0,2,1,3,0,1,5,4,3,1,0,1,2,2,2,1,2,0,2,6,2,2,3,0,5,0,3,1,3,1,1,4,2,0,2,2,0,6,17,0,3,0,1,0,0,3,3,9,0,3,3,1,0,0,3,0,1,2,4,0,0,4,1,1,1,2,5,0,1,2,1,0,5,3,0
1,1,2,3,0,1,0,0,2,4,5,0,1,3,3,0,0,1,1,0,0,1,0,0,2,3,0,3,0,3,2,0,2,0,2,2,1,2,2,3,2,2,3,5,3,2,3,3,1,2,3,0,2,0,3,2,1,0,4,4,5,1,0,2,3,1,1,1,1,2,1,0,0,0,0,2,0,1,1,1,0
4,1,0,1,1,2,1,1,2,0,3,3,1,2,1,1,3,4,1,4,0,1,2,4,3,1,1,0,2,2,0,0,2,2,1,1,5,0,2,2,0,1,0,4,2,4,2,1,1,3,0,0,2,3,1,4,0,1,0,1,2,2,4,0,2,1,2,5,1,1,1,3,1,4,0,8,1,1,2,1,5
5,0,0,2,1,2,1,1,3,14,1,2,4,1,1,2,1,1,4,1,2,4,2,4,1,11,28,0,2,0,0,5,2,1,23,3,3,1,3,1,2,4,2,0,2,0,1,3,1,2,1,1,3,2,3,3,10,2,2,2,0,3,15,4,1,2,0,0,1,2,3,2,24,0,2,4,2,2,1,3,1
3,0,3,3,1,2,29,8,0,0,1,3,1,4,2,1,0,1,1,0,2,1,1,2,0,1,1,1,0,1,0,2,4,1,1,0,1,2,5,3,1,3,0,1,3,1,2,3,3,3,2,3,2,3,0,7,1,2,3,1,0,0,1,19,4,1,0,1,0,0,2,0,1,3,0,2,2,4,0,1,1
3,0,0,4,0,2,20,1,3,2,1,3,14,0,2,3,1,5,1,4,1,3,1,24,2,1,1,1,1,4,5,17,33,1,3,2,1,1,1,1,3,2,3,0,1,3,1,2,2,1,2,5,0,2,2,1,5,4,1,5,0,0,6,4,3,1,1,3,2,1,0,2,2,12,0,2,2,1,4,4,4
1,2,0,4,2,1,6,27,21,2,0,1,1,22,4,0,1,0,1,1,0,1,0,2,3,1,0,3,20,24,1,2,2,2,1,1,1,4,1,21,1,0,1,2,2,22,0,1,3,2,2,1,0,0,3,1,3,3,5,0,3,2,2,6,1,1,0,2,0,6,3,3,1,1,0,3,0,1,1,1,3
0,5,0,1,0,4,1,2,0,1,0,3,0,0,3,1,2,0,4,1,0,6,4,2,4,3,0,3,3,0,0,2,0,2,2,21,0,5,4,0,3,2,1,5,1,0,2,2,1,3,2,3,0,4,0,0,1,2,3,4,2,2,1,1,3,0,2,1,3,1,2,2,2,3,5,0,3,3,1,5,0
1,3,5,1,2,0,0,2,1,3,1,0,2,3,1,0,5,1,0,13,1,12,1,4,3,1,1,1,3,1,2,1,1,2,4,4,0,5,1,0,1,3,1,3,2,0,1,1,5,1,0,2,2,2,1,2,3,1,14,2,3,23,0,1,4,3,0,4,0,0,0,24,2,0,2,0,3,23,1,0,1
0,4,3,2,0,0,0,0,3,2,2,2,0,2,0,0,2,2,2,1,2,16,0,1,6,1,2,5,3,1,1,1,0,0,4,2,3,1,1,2,1,1,1,1,8,2,1,1,2,5,2,1,1,14,1,0,3,2,5,2,4,1,0,0,1,0,0,3,0,0,2,2,2,4,0,1,2,0,0,2,4
1,3,1,3,2,2,0,2,1,1,2,4,2,4,2,1,1,6,2,0,2,2,2,0,0,1,0,1,0,0,4,0,4,0,2,0,5,1,1,2,1,0,2,1,3,0,0,0,1,1,1,0,1,3,1,1,2,2,2,4,0,1,2,2,2,0,2,1,3,1,4,0,2,12,1,2,3,3,2,0,4
2,8,0,1,2,5,4,4,4,4,5,4,0,1,3,2,1,1,1,0,3,2,2,5,2,4,0,0,2,3,4,0,0,0,3,1,2,2,5,1,1,4,1,1,2,0,22,1,3,3,4,1,2,2,1,0,2,1,1,4,6,1,0,1,0,2,1,0,3,2,0,3,1,2,5,1,0,1,0,3,0
4,6,1,1,1,0,3,1,1,3,1,4,0,1,1,1,4,2,2,0,1,0,0,1,1,1,3,1,0,1,1,0,2,2,1,1,0,1,2,3,1,1,2,0,3,0,1,0,2,2,3,2,3,2,2,4,2,2,2,0,1,1,1,3,1,2,0,1,2,1,1,2,2,0,2,1,0,0,2,0,2
2,1,2,1,1,0,13,9,1,0,5,0,22,5,2,0,0,1,3,1,10,3,0,0,1,2,1,0,5,0,1,13,18,2,0,6,1,2,0,0,3,1,1,3,1,1,0,3,5,4,2,2,2,2,0,0,2,20,3,2,1,2,1,3,3,2,1,1,5,3,1,4,10,1,0,1,1,1,1,2,4
3,1,2,1,2,4,2,4,0,1,1,2,1,4,1,1,2,0,1,1,3,4,0,1,2,1,1,2,2,2,3,1,3,4,2,0,2,1,5,0,1,0,2,1,2,3,2,0,4,1,0,1,5,2,5,4,2,2,0,1,0,4,4,1,4,4,3,0,1,1,2,4,3,4,2,0,5,0,1,5,2
1,0,0,6,0,1,3,3,4,3,1,3,0,1,1,27,2,2,0,2,2,0,0,4,1,3,2,1,2,5,2,0,1,10,4,1,2,0,5,1,1,5,2,0,2,3,2,1,4,1,4,1,7,0,1,0,4,2,3,0,5,2,1,2,2,1,4,3,9,3,2,2,1,4,1,2,2,1,1,2,2
4,3,0,1,3,6,23,10,4,4,18,0,0,19,1,1,1,2,0,2,2,4,0,0,2,3,0,3,4,2,5,5,0,3,1,1,1,1,2,2,1,1,5,1,0,3,1,1,4,0,3,3,1,1,0,2,2,1,2,0,3,1,2,3,1,1,1,2,0,1,2,0,1,3,3,3,2,1,3,3,1
0,2,0,1,0,3,1,1,2,5,1,1,0,1,1,1,1,1,3,1,2,1,2,2,3,2,0,1,0,1,2,1,1,2,0,0,0,1,3,1,2,1,1,3,0,2,3,0,26,0,0,1,3,1,0,4,0,0,0,1,0,2,1,0,1,4,3,0,1,0,3,4,3,2,0,3,1,3,1,2,0
3,2,1,4,2,3,6,1,5,2,2,1,1,2,2,14,2,1,6,0,2,1,1,5,1,1,3,1,1,2,2,1,1,4,1,0,3,1,3,0,4,1,0,1,1,0,3,1,2,0,1,1,1,1,3,0,3,2,4,0,1,3,1,2,1,2,3,3,3,2,1,4,3,1,3,3,0,1,3,2,2
0,2,0,1,3,0,4,0,2,1,2,0,2,1,3,1,2,2,1,6,1,2,6,4,1,0,4,1,1,1,4,4,3,1,2,0,2,0,2,2,3,0,0,2,2,2,0,2,1,20,0,3,0,4,2,2,2,1,3,0,1,3,4,2,2,1,30,0,2,2,6,0,0,3,3,0,1,5,1,4,4
0,3,4,1,1,1,12,0,0,2,0,3,1,2,1,0,11,2,6,0,2,0,0,11,0,3,5,3,1,1,2,2,22,3,2,4,0,0,2,3,3,2,10,2,0,2,5,2,1,4,3,2,0,13,0,1,0,3,1,4,3,0,3,2,0,4,0,0,1,0,0,1,0,3,1,5,2,2,1,6,13
3,2,0,0,0,1,1,21,0,2,1,1,3,0,4,0,4,11,2,1,0,3,5,1,7,24,7,1,1,4,2,3,3,3,8,0,1,2,0,0,3,25,3,0,3,2,3,1,3,0,2,2,4,0,1,0,0,2,2,0,5,0,3,1,0,1,0,0,3,0,0,0,1,0,1,0,0,1,0,0,1
1,3,3,3,2,0,3,2,4,2,3,3,4,1,0,2,3,3,0,4,0,1,4,0,3,1,3,3,3,2,2,0,1,3,4,2,1,0,4,3,4,1,3,1,1,0,2,0,2,0,3,0,0,2,0,1,0,1,4,0,5,0,0,1,1,3,1,2,1,0,0,1,2,1,2,4,1,3,0,0,0
0,1,1,4,2,0,0,0,2,2,2,2,3,3,1,1,2,4,0,3,1,4,0,1,3,1,3,1,1,1,6,3,1,2,0,2,0,2,1,4,1,1,4,0,1,17,2,6,4,3,1,0,3,4,1,0,1,2,2,1,1,2,3,1,2,0,3,1,5,1,3,4,7,3,3,1,0,2,0,0,0
4,5,1,0,0,2,3,5,12,0,0,0,1,4,1,1,0,1,2,5,1,0,3,2,1,2,4,1,0,2,4,0,2,2,2,6,2,0,5,0,5,2,0,2,0,0,0,1,2,4,1,12,0,2,1,3,0,2,4,1,1,0,0,1,2,1,2,3,4,4,2,2,0,0,1,1,0,3,0,1,0
4,2,1,2,1,5,4,1,3,1,0,5,0,2,3,2,2,0,0,2,1,2,1,2,2,2,1,3,2,1,2,3,6,7,1,6,1,0,1,1,3,2,17,1,0,3,1,6,1,0,2,1,3,26,0,2,3,2,2,1,24,2,3,1,2,5,0,5,1,1,0,3,4,4,2,2,3,1,1,2,2
0,1,0,1,1,1,0,4,6,2,2,1,4,1,0,0,2,3,1,2,3,0,6,2,2,2,2,2,1,4,1,1,1,0,3,6,0,0,0,1,1,1,3,1,9,0,2,3,1,0,3,2,0,5,2,1,3,2,1,0,2,1,1,3,1,1,3,1,0,1,0,0,3,1,2,1,3,1,1,3,2
1,3,1,1,1,5,17,12,0,1,2,2,0,8,1,0,4,20,3,2,0,0,2,15,18,3,26,1,0,0,2,0,16,30,2,11,0,1,4,3,2,1,3,3,2,2,2,0,3,3,3,0,3,2,0,1,1,2,3,1,0,1,6,0,2,1,2,4,1,0,4,2,0,0,2,1,0,1,3,4,0
6,4,1,5,1,2,0,3,1,3,1,0,5,3,2,1,2,0,1,2,4,5,1,4,2,0,3,1,3,1,2,6,1,4,2,4,1,1,0,4,2,0,1,1,4,2,0,1,0,1,2,1,2,2,2,3,3,3,4,10,0,1,2,1,3,1,1,4,1,0,2,3,0,3,3,3,1,1,12,1,3
1,3,1,0,2,1,13,2,1,1,0,2,22,1,0,3,4,3,0,0,1,0,3,17,0,1,2,1,1,3,0,17,6,1,1,3,2,3,4,2,1,2,1,2,18,0,0,2,4,2,1,2,2,12,1,2,2,19,1,1,2,3,3,1,13,0,2,3,0,2,3,1,3,3,1,1,2,3,1,0,2
0,2,0,1,4,1,9,1,2,1,0,6,21,2,1,4,6,4,1,1,3,4,0,11,1,3,3,0,3,1,1,9,24,0,1,0,1,1,2,0,1,0,0,0,1,1,5,1,1,0,0,1,0,0,1,4,0,15,29,0,4,8,0,2,3,1,0,3,1,2,1,21,1,0,2,0,3,23,2,6,1
1,2,0,3,2,1,1,2,0,1,1,0,3,3,1,1,2,0,4,2,1,3,2,2,2,9,14,2,4,0,5,2,0,0,16,1,0,1,1,0,1,11,1,1,0,8,0,3,1,5,0,2,2,0,2,1,2,3,1,0,3,1,3,1,5,2,0,1,2,1,2,0,1,3,1,3,2,0,1,4,5
1,2,5,1,2,0,1,3,1,2,2,1,1,1,0,1,1,0,3,0,2,1,3,1,1,3,3,1,3,1,0,0,0,5,0,0,1,3,1,0,1,0,3,1,2,2,2,2,2,2,0,1,0,2,1,1,2,0,0,2,1,0,0,3,3,0,2,6,2,0,1,2,1,2,3,0,0,2,0,1,4
2,2,1,0,2,3,3,0,0,0,2,2,0,4,2,0,2,0,2,2,4,1,3,2,1,2,0,1,0,0,3,0,1,2,4,4,1,2,4,0,5,7,1,0,3,2,3,2,1,2,1,2,0,1,1,0,2,4,9,27,3,12,0,2,1,0,1,0,4,1,2,7,1,3,3,0,0,12,3,3,1
4,0,0,1,0,2,0,3,7,2,3,1,2,1,4,1,2,1,2,2,3,0,0,0,3,0,5,3,0,1,0,1,2,1,1,2,2,1,1,0,6,1,3,0,2,23,1,2,1,3,3,2,1,0,1,2,2,1,5,0,1,1,0,5,1,2,5,3,2,0,4,4,0,2,1,2,3,0,2,2,3
1,1,0,2,0,1,1,3,2,1,6,4,2,3,0,1,0,1,4,1,2,1,4,1,6,0,2,2,0,4,2,1,0,6,0,1,2,7,0,0,4,3,1,0,2,0,2,2,0,3,0,0,2,0,1,2,0,2,1,2,0,0,2,3,0,1,5,2,0,4,1,2,0,0,0,0,5,0,1,1,0
0,0,2,1,3,2,0,2,3,2,3,6,2,6,3,0,3,4,4,0,3,3,22,5,4,0,2,6,2,0,4,2,1,2,4,4,1,3,2,4,1,6,0,1,2,4,2,4,2,1,26,3,1,0,2,2,5,3,0,4,0,1,0,5,0,3,2,1,2,0,2,1,1,1,0,4,1,2,4,4,9
1,3,1,1,0,1,0,4,1,1,1,2,2,3,1,2,0,14,1,0,2,5,1,1,10,3,9,1,2,7,3,4,3,2,0,0,3,1,5,4,0,5,5,1,7,2,2,0,4,1,1,0,0,3,0,2,1,2,2,1,2,1,0,2,0,0,1,1,2,4,0,3,3,3,5,3,4,1,5,2,4
1,2,3,1,3,2,3,3,14,0,0,3,1,1,0,0,3,3,3,2,3,3,3,1,1,3,1,1,1,2,0,1,1,2,0,3,0,2,1,4,1,1,1,1,3,4,1,0,0,4,0,0,3,4,1,4,2,0,0,0,2,3,1,1,0,0,5,1,2,5,0,3,1,0,14,0,2,4,2,1,5
